timestamp,New ECG Sample
0.0,-26
0.001,-132
0.002,-188
0.003,-239
0.004,-239
0.005,-256
0.006,-251
0.007,-269
0.008,-268
0.009,-233
0.01,-218
0.011,-211
0.012,-173
0.013,-185
0.014,-175
0.015,-140
0.016,-131
0.017,-90
0.018,-75
0.019,-56
0.02,-49
0.021,-21
0.022,-30
0.023,5
0.024,20
0.025,5
0.026,30
0.027,79
0.028,67
0.029,35
0.03,1
0.031,-12
0.032,-30
0.033,-17
0.034,-28
0.035,3
0.036,25
0.037,27
0.038,38
0.039,16
0.04,-28
0.041,-60
0.042,-108
0.043,-168
0.044,-187
0.045,-237
0.046,-190
0.047,-170
0.048,-149
0.049,-99
0.05,-96
0.051,-86
0.052,-82
0.053,-98
0.054,-121
0.055,-91
0.056,-57
0.057,-25
0.058,42
0.059,148
0.06,199
0.061,284
0.062,236
0.063,236
0.064,119
0.065,56
0.066,-73
0.067,-123
0.068,-202
0.069,-285
0.07,-266
0.071,-267
0.072,-265
0.073,-231
0.074,-227
0.075,-181
0.076,-213
0.077,-174
0.078,-133
0.079,-147
0.08,-100
0.081,-82
0.082,-27
0.083,-30
0.084,23
0.085,47
0.086,44
0.087,89
0.088,34
0.089,-7
0.09,-38
0.091,-85
0.092,-127
0.093,-159
0.094,-144
0.095,-80
0.096,-76
0.097,-17
0.098,12
0.099,50
0.1,78
0.101,96
0.102,88
0.103,39
0.104,-29
0.105,-70
0.106,-103
0.107,-160
0.108,-183
0.109,-192
0.11,-184
0.111,-132
0.112,-80
0.113,-35
0.114,14
0.115,34
0.116,8
0.117,-76
0.118,-104
0.119,-128
0.12,-133
0.121,-150
0.122,-194
0.123,-179
0.124,-181
0.125,-133
0.126,-119
0.127,-49
0.128,-15
0.129,16
0.13,56
0.131,73
0.132,69
0.133,49
0.134,-18
0.135,-71
0.136,-114
0.137,-134
0.138,-194
0.139,-171
0.14,-186
0.141,-193
0.142,-112
0.143,-79
0.144,12
0.145,21
0.146,16
0.147,-25
0.148,-42
0.149,-41
0.15,-14
0.151,-56
0.152,-40
0.153,-32
0.154,-39
0.155,-23
0.156,3
0.157,21
0.158,22
0.159,-25
0.16,-54
0.161,-68
0.162,-64
0.163,-70
0.164,-110
0.165,-143
0.166,-209
0.167,-266
0.168,-306
0.169,-324
0.17,-320
0.171,-258
0.172,-191
0.173,-81
0.174,-25
0.175,67
0.176,118
0.177,70
0.178,47
0.179,39
0.18,13
0.181,-20
0.182,-55
0.183,-66
0.184,-61
0.185,-80
0.186,-88
0.187,-40
0.188,-33
0.189,-41
0.19,-98
0.191,-92
0.192,-130
0.193,-176
0.194,-137
0.195,-135
0.196,-120
0.197,-84
0.198,0
0.199,10
0.2,73
0.201,69
0.202,54
0.203,41
0.204,-33
0.205,-103
0.206,-155
0.207,-238
0.208,-237
0.209,-251
0.21,-249
0.211,-181
0.212,-170
0.213,-103
0.214,-39
0.215,-21
0.216,-21
0.217,-55
0.218,-52
0.219,5
0.22,26
0.221,39
0.222,57
0.223,23
0.224,-28
0.225,-92
0.226,-129
0.227,-232
