timestamp,New ECG Sample
0.0,102
0.001,40
0.002,-38
0.003,-54
0.004,-79
0.005,-55
0.006,-35
0.007,-9
0.008,22
0.009,57
0.01,114
0.011,119
0.012,76
0.013,67
0.014,34
0.015,4
0.016,15
0.017,-48
0.018,-34
0.019,-40
0.02,-24
0.021,36
0.022,33
0.023,49
0.024,56
0.025,8
0.026,5
0.027,34
0.028,47
0.029,92
0.03,139
0.031,179
0.032,184
0.033,124
0.034,89
0.035,44
0.036,-15
0.037,-47
0.038,-14
0.039,-20
0.04,53
0.041,72
0.042,85
0.043,100
0.044,59
0.045,11
0.046,16
0.047,-64
0.048,-74
0.049,-6
0.05,42
0.051,101
0.052,162
0.053,142
0.054,151
0.055,96
0.056,58
0.057,0
0.058,-68
0.059,-78
0.06,-71
0.061,-11
0.062,4
0.063,-12
0.064,29
0.065,33
0.066,32
0.067,91
0.068,90
0.069,92
0.07,110
0.071,51
0.072,40
0.073,-22
0.074,-6
0.075,-41
0.076,-50
0.077,-42
0.078,3
0.079,-13
0.08,22
0.081,44
0.082,30
0.083,35
0.084,34
0.085,62
0.086,75
0.087,44
0.088,48
0.089,22
0.09,14
0.091,28
0.092,13
0.093,31
0.094,35
0.095,38
0.096,57
0.097,88
0.098,78
0.099,63
0.1,98
0.101,103
0.102,90
0.103,103
0.104,71
0.105,48
0.106,35
0.107,21
0.108,-24
0.109,-23
0.11,-16
0.111,-34
0.112,-14
0.113,-52
0.114,-68
0.115,-34
0.116,-29
0.117,-9
0.118,1
0.119,-8
0.12,27
0.121,56
0.122,58
0.123,62
0.124,19
0.125,4
0.126,-23
0.127,-21
0.128,9
0.129,56
0.13,103
0.131,158
0.132,138
0.133,96
0.134,29
0.135,-23
0.136,-108
0.137,-135
0.138,-101
0.139,-56
0.14,1
0.141,47
0.142,91
0.143,109
0.144,55
0.145,16
0.146,-44
0.147,-65
0.148,-64
0.149,-24
0.15,33
0.151,60
0.152,99
0.153,131
0.154,121
0.155,106
0.156,76
0.157,67
0.158,62
0.159,61
0.16,30
0.161,-4
0.162,-4
0.163,-27
0.164,-56
0.165,-65
0.166,-113
0.167,-94
0.168,-75
0.169,-85
0.17,-12
0.171,19
0.172,23
0.173,56
0.174,59
0.175,32
0.176,32
0.177,59
0.178,69
0.179,50
0.18,52
0.181,59
0.182,25
0.183,13
0.184,4
0.185,-37
0.186,-3
0.187,-19
0.188,-18
0.189,-25
0.19,-5
0.191,4
0.192,48
0.193,70
0.194,105
0.195,90
0.196,97
0.197,86
0.198,49
0.199,0
0.2,-16
0.201,-73
0.202,-84
0.203,-111
0.204,-112
0.205,-115
0.206,-123
0.207,-97
0.208,-39
0.209,-12
0.21,41
0.211,95
0.212,86
0.213,101
0.214,76
0.215,72
0.216,64
0.217,63
0.218,34
0.219,26
0.22,73
0.221,72
0.222,38
0.223,48
0.224,41
0.225,52
0.226,27
0.227,24
0.228,-49
0.229,-60
0.23,-51
0.231,-43
0.232,-48
0.233,-12
0.234,50
0.235,74
0.236,54
0.237,73
0.238,123
0.239,92
0.24,99
0.241,34
0.242,-10
0.243,-71
0.244,-138
0.245,-203
0.246,-235
0.247,-241
0.248,-220
0.249,-171
0.25,-154
0.251,-93
0.252,-60
0.253,19
0.254,53
0.255,109
0.256,183
0.257,199
0.258,250
0.259,221
0.26,200
0.261,186
0.262,135
0.263,104
0.264,25
0.265,-56
0.266,-73
0.267,-143
0.268,-131
0.269,-96
0.27,-81
0.271,-28
0.272,26
0.273,53
0.274,88
0.275,79
0.276,35
0.277,24
0.278,-88
0.279,-63
0.28,-112
0.281,-82
0.282,-114
0.283,-54
0.284,21
0.285,61
0.286,117
0.287,126
0.288,85
0.289,3
0.29,-81
0.291,-122
0.292,-98
0.293,-92
0.294,-79
0.295,-24
0.296,10
0.297,45
0.298,13
0.299,10
0.3,-23
0.301,-8
0.302,-10
0.303,29
0.304,-15
0.305,-9
0.306,-55
0.307,-117
0.308,-145
0.309,-187
0.31,-171
0.311,-136
0.312,-94
0.313,-45
0.314,-32
0.315,-27
0.316,43
0.317,122
0.318,166
0.319,217
0.32,259
0.321,250
0.322,238
0.323,147
0.324,142
0.325,60
0.326,22
0.327,-31
0.328,-94
0.329,-108
0.33,-101
0.331,-121
0.332,-106
0.333,-93
0.334,-131
0.335,-134
0.336,-121
0.337,-129
0.338,-100
0.339,-77
0.34,-30
0.341,-25
0.342,-30
0.343,-34
0.344,-51
0.345,-41
0.346,-26
0.347,-37
0.348,-36
0.349,-57
0.35,-16
0.351,7
0.352,47
0.353,67
0.354,85
0.355,116
0.356,88
0.357,31
0.358,-50
0.359,-101
0.36,-111
0.361,-139
0.362,-88
0.363,-23
0.364,43
0.365,60
0.366,99
0.367,70
0.368,25
0.369,-35
0.37,-45
0.371,-64
0.372,-52
0.373,-72
0.374,-56
0.375,-31
0.376,-8
0.377,-15
0.378,-9
0.379,-10
0.38,20
0.381,22
0.382,-31
0.383,-68
0.384,-62
0.385,-124
0.386,-133
0.387,-155
0.388,-133
0.389,-123
0.39,-116
0.391,-31
0.392,3
0.393,59
0.394,59
0.395,78
0.396,18
0.397,-78
0.398,-54
0.399,-80
0.4,-44
0.401,-14
0.402,-8
0.403,22
0.404,0
0.405,-1
0.406,-30
0.407,-36
0.408,-25
0.409,-39
0.41,-22
0.411,-64
0.412,-58
0.413,-68
0.414,-63
0.415,-67
0.416,5
0.417,46
0.418,33
0.419,87
0.42,89
0.421,-16
0.422,-22
0.423,-109
0.424,-166
0.425,-222
0.426,-185
0.427,-147
0.428,-98
0.429,-29
0.43,23
0.431,49
0.432,64
0.433,48
0.434,38
0.435,25
0.436,53
0.437,36
0.438,47
0.439,69
0.44,43
0.441,13
0.442,-14
0.443,-110
0.444,-197
0.445,-275
0.446,-285
0.447,-257
0.448,-180
0.449,-59
0.45,54
0.451,137
0.452,178
0.453,191
0.454,141
0.455,54
0.456,-8
0.457,-89
0.458,-123
0.459,-152
0.46,-177
0.461,-155
0.462,-124
0.463,-93
0.464,-103
0.465,-100
0.466,-88
0.467,-62
0.468,-129
0.469,-116
0.47,-131
0.471,-147
0.472,-133
0.473,-56
0.474,-17
0.475,58
0.476,120
0.477,151
0.478,151
0.479,145
0.48,74
0.481,60
0.482,32
0.483,26
0.484,31
0.485,43
0.486,22
0.487,5
0.488,-30
0.489,-69
0.49,-82
0.491,-116
0.492,-139
0.493,-186
0.494,-185
0.495,-174
0.496,-134
0.497,-164
0.498,-149
0.499,-105
0.5,-106
0.501,-85
0.502,-123
0.503,-101
0.504,-114
0.505,-63
0.506,-45
0.507,-4
0.508,-17
0.509,18
0.51,51
0.511,77
0.512,113
0.513,151
0.514,139
0.515,64
0.516,19
0.517,-70
0.518,-110
0.519,-120
0.52,-116
0.521,-84
0.522,-100
0.523,-80
0.524,-54
0.525,-66
0.526,-70
0.527,-66
0.528,-79
0.529,-42
0.53,-52
0.531,-31
0.532,-29
0.533,-61
0.534,-67
0.535,-83
0.536,-91
0.537,-132
0.538,-143
0.539,-159
0.54,-123
0.541,-80
0.542,-25
0.543,13
0.544,43
0.545,-1
0.546,-37
0.547,-80
0.548,-110
0.549,-154
0.55,-126
0.551,-125
0.552,-122
0.553,-92
0.554,-36
0.555,-24
0.556,28
0.557,89
0.558,105
0.559,95
0.56,42
0.561,27
0.562,13
0.563,-1
0.564,-22
0.565,-36
0.566,-56
0.567,-79
0.568,-124
0.569,-155
0.57,-158
0.571,-170
0.572,-175
0.573,-174
0.574,-143
0.575,-150
0.576,-117
0.577,-87
0.578,-74
0.579,-60
0.58,-45
0.581,18
0.582,-6
0.583,11
0.584,3
0.585,-48
0.586,-86
0.587,-122
0.588,-155
0.589,-185
0.59,-170
0.591,-77
0.592,60
0.593,89
0.594,125
0.595,148
0.596,92
0.597,49
0.598,-9
0.599,-48
0.6,-102
0.601,-148
0.602,-174
0.603,-212
0.604,-191
0.605,-207
0.606,-196
0.607,-191
0.608,-146
0.609,-130
0.61,-107
0.611,-77
0.612,-11
0.613,2
0.614,-5
0.615,-4
0.616,39
0.617,24
0.618,37
0.619,22
0.62,15
0.621,16
0.622,-54
0.623,-49
0.624,-81
0.625,-93
0.626,-152
0.627,-133
0.628,-130
0.629,-102
0.63,-118
0.631,-135
0.632,-132
0.633,-157
0.634,-124
0.635,-141
0.636,-65
0.637,-70
0.638,24
0.639,19
0.64,28
0.641,16
0.642,-9
0.643,-66
0.644,-99
0.645,-135
0.646,-141
0.647,-152
0.648,-137
0.649,-106
0.65,-82
0.651,-42
0.652,-16
0.653,34
0.654,13
0.655,5
0.656,-13
0.657,-4
0.658,-40
0.659,-24
0.66,-22
0.661,-107
0.662,-139
0.663,-144
0.664,-188
0.665,-176
0.666,-141
0.667,-154
0.668,-139
0.669,-171
0.67,-127
0.671,-160
0.672,-118
0.673,-108
0.674,-55
0.675,-13
0.676,19
0.677,83
0.678,57
0.679,45
0.68,12
0.681,-17
0.682,-78
0.683,-164
0.684,-195
0.685,-185
0.686,-202
0.687,-198
0.688,-142
0.689,-121
0.69,-56
0.691,-47
0.692,21
0.693,10
0.694,43
0.695,108
0.696,124
0.697,121
0.698,92
0.699,14
0.7,-52
0.701,-96
0.702,-205
0.703,-263
0.704,-309
0.705,-329
0.706,-304
0.707,-244
0.708,-149
0.709,-68
0.71,-7
0.711,36
0.712,20
0.713,45
0.714,4
0.715,-43
0.716,-56
0.717,-28
0.718,-49
0.719,-93
0.72,-72
0.721,-97
0.722,-175
0.723,-168
0.724,-188
0.725,-186
0.726,-137
0.727,-128
0.728,-109
0.729,-88
0.73,-109
0.731,-117
0.732,-154
0.733,-162
0.734,-154
0.735,-88
0.736,-4
0.737,26
0.738,96
0.739,85
0.74,47
0.741,44
0.742,27
0.743,-45
0.744,-86
0.745,-124
0.746,-175
0.747,-222
0.748,-218
0.749,-190
0.75,-134
0.751,-93
0.752,5
0.753,66
0.754,55
0.755,1
0.756,-34
0.757,-110
0.758,-165
0.759,-124
0.76,-131
0.761,-50
0.762,-11
0.763,-17
0.764,-63
0.765,-98
0.766,-172
0.767,-227
0.768,-238
0.769,-237
0.77,-210
0.771,-151
0.772,-117
0.773,-116
0.774,-100
0.775,-97
0.776,-97
0.777,-19
0.778,-14
0.779,59
0.78,33
0.781,108
0.782,64
0.783,17
0.784,-86
0.785,-97
0.786,-146
0.787,-140
0.788,-141
0.789,-75
0.79,-78
0.791,-75
0.792,-87
0.793,-98
0.794,-139
0.795,-143
0.796,-137
0.797,-111
0.798,-74
0.799,-46
0.8,-38
0.801,-118
0.802,-179
0.803,-233
0.804,-228
0.805,-257
0.806,-200
0.807,-159
0.808,-123
0.809,-106
0.81,-49
0.811,-49
0.812,-15
0.813,-55
0.814,-84
