timestamp,New ECG Sample
0.0,-53
0.001,-22
0.002,-27
0.003,-28
0.004,-10
0.005,-4
0.006,10
0.007,14
0.008,30
0.009,17
0.01,15
0.011,33
0.012,12
0.013,-1
0.014,-11
0.015,-11
0.016,-6
0.017,-13
0.018,-6
0.019,6
0.02,15
0.021,46
0.022,46
0.023,35
0.024,30
0.025,24
0.026,10
0.027,-21
0.028,-34
0.029,-54
0.03,-72
0.031,-72
0.032,-69
0.033,-73
0.034,-56
0.035,-39
0.036,-29
0.037,-5
0.038,2
0.039,4
0.04,-6
0.041,-21
0.042,-21
0.043,-19
0.044,-19
0.045,-17
0.046,-16
0.047,-4
0.048,6
0.049,4
0.05,44
0.051,41
0.052,41
0.053,37
0.054,29
0.055,19
0.056,1
0.057,-14
0.058,-20
0.059,-19
0.06,-23
0.061,-30
0.062,-35
0.063,-41
0.064,-6
0.065,-21
0.066,-15
0.067,-2
0.068,-7
0.069,16
0.07,4
0.071,9
0.072,10
0.073,12
0.074,18
0.075,36
0.076,50
0.077,68
0.078,50
0.079,50
0.08,66
0.081,53
0.082,46
0.083,15
0.084,17
0.085,-4
0.086,-10
0.087,5
0.088,2
0.089,13
0.09,17
0.091,35
0.092,30
0.093,42
0.094,45
0.095,42
0.096,24
0.097,8
0.098,3
0.099,-2
0.1,13
0.101,6
0.102,13
0.103,6
0.104,23
0.105,24
0.106,21
0.107,39
0.108,17
0.109,11
0.11,8
0.111,-4
0.112,-10
0.113,-40
0.114,-43
0.115,-55
0.116,-45
0.117,-29
0.118,-22
0.119,-14
0.12,6
0.121,3
0.122,20
0.123,20
0.124,34
0.125,37
0.126,19
0.127,25
0.128,31
0.129,20
0.13,18
0.131,8
0.132,7
0.133,-9
0.134,-16
0.135,-18
0.136,-31
0.137,-30
0.138,-49
0.139,-64
0.14,-82
0.141,-72
0.142,-60
0.143,-66
0.144,-62
0.145,-34
0.146,-32
0.147,-24
0.148,4
0.149,13
0.15,17
0.151,23
0.152,26
0.153,20
0.154,19
0.155,13
0.156,12
0.157,18
0.158,28
0.159,27
0.16,25
0.161,42
0.162,68
0.163,70
0.164,82
0.165,76
0.166,84
0.167,98
0.168,94
0.169,108
0.17,108
0.171,110
0.172,125
0.173,137
0.174,151
0.175,140
0.176,135
0.177,137
0.178,131
0.179,120
0.18,104
0.181,89
0.182,65
0.183,60
0.184,33
0.185,33
0.186,28
0.187,1
0.188,11
0.189,20
0.19,14
0.191,15
0.192,23
0.193,7
0.194,30
0.195,33
0.196,42
0.197,48
0.198,60
0.199,72
0.2,73
0.201,92
0.202,98
0.203,74
0.204,90
0.205,82
0.206,92
0.207,66
0.208,51
0.209,53
0.21,38
0.211,26
0.212,35
0.213,38
0.214,53
0.215,76
