timestamp,New ECG Sample
0.0,-21
0.001,-8
0.002,2
0.003,5
0.004,-2
0.005,12
0.006,13
0.007,23
0.008,10
0.009,3
0.01,12
0.011,0
0.012,-8
0.013,-3
0.014,-7
0.015,-24
0.016,-15
0.017,-8
0.018,-13
0.019,-3
0.02,-12
0.021,-17
0.022,-28
0.023,-39
0.024,-30
0.025,-36
0.026,-37
0.027,-51
0.028,-45
0.029,-26
0.03,-30
0.031,-21
0.032,-26
0.033,-31
0.034,-13
0.035,-12
0.036,4
0.037,-17
0.038,3
0.039,-23
0.04,-27
0.041,-42
0.042,-31
0.043,-38
0.044,-67
0.045,-66
0.046,-88
0.047,-101
0.048,-78
0.049,-92
0.05,-80
0.051,-69
0.052,-51
0.053,-19
0.054,12
0.055,21
0.056,59
0.057,79
0.058,84
0.059,98
0.06,106
0.061,102
0.062,100
0.063,78
0.064,78
0.065,48
0.066,52
0.067,36
0.068,21
0.069,-5
0.07,-12
0.071,-11
0.072,0
0.073,9
0.074,26
0.075,49
0.076,71
0.077,75
0.078,94
0.079,111
0.08,106
0.081,100
0.082,75
0.083,87
0.084,58
0.085,25
0.086,10
0.087,1
0.088,-43
0.089,-45
0.09,-54
0.091,-94
0.092,-78
0.093,-73
0.094,-89
0.095,-80
0.096,-61
0.097,-58
0.098,-41
0.099,-38
0.1,-39
0.101,-45
0.102,-36
0.103,-33
0.104,-48
0.105,-25
0.106,-13
0.107,-27
0.108,-3
0.109,-7
0.11,-5
0.111,2
0.112,5
0.113,-15
0.114,-2
0.115,-11
0.116,3
0.117,28
0.118,-2
0.119,9
0.12,4
0.121,-2
0.122,-12
0.123,-22
0.124,-17
0.125,-28
0.126,-24
0.127,-33
0.128,-32
0.129,-23
0.13,-31
0.131,-14
0.132,-13
0.133,-2
0.134,-2
0.135,23
0.136,29
0.137,43
0.138,53
0.139,60
0.14,71
0.141,74
0.142,64
0.143,61
0.144,72
0.145,53
0.146,53
0.147,53
0.148,39
0.149,49
0.15,35
0.151,18
0.152,21
0.153,34
